   195.00  23.01   5.38 147.00   4.09  27.02   0.00   147   533  -0.71
   225.00  23.46   4.88  33.52   4.13  27.28   0.00    36   533  -0.86
   255.00  24.16   4.41  36.00   4.18  27.61   0.00    36   533  -0.98
   285.00  24.77   5.39  31.14   4.21  27.83   0.00    41   532  -0.09
   315.00  23.74   7.08  53.84   4.21  27.81   0.00    73   532  -0.20
    15.00  23.03   5.58 132.92   4.16  27.46   0.00   154   532  -0.25
    45.00  23.00   4.71  97.82   4.14  27.38   0.00   101   532  -0.26
    75.00  23.00   5.91 151.59   4.15  27.41   0.00   154   532  -0.33
   105.00  23.00   6.81 154.00   4.18  27.61   0.00   154   532  -0.48
   135.00  23.00   7.33 156.60   4.24  27.74   0.00   167   532  -0.69
   165.00  23.00   7.14 167.00   4.29  27.99   0.00   167   532  -0.90
   195.00  23.02   5.38 154.00   4.35  28.42   0.00   154   531  -0.06
   225.00  23.47   4.89  33.51   4.40  28.74   0.00    36   531  -0.21
   255.00  24.16   4.41  36.00   4.45  29.07   0.00    36   531  -0.33
   285.00  24.77   5.39  31.13   4.48  29.26   0.00    41   531  -0.44
   315.00  23.74   7.08  53.83   4.47  29.20   0.00    73   531  -0.55
    15.00  23.03   5.58 133.23   4.41  28.83   0.00   155   531  -0.60
    45.00  23.00   4.71  99.11   4.40  28.74   0.00   101   531  -0.61
    75.00  23.00   5.91 141.00   4.40  28.74   0.00   155   531  -0.68
   105.00  23.00   6.81 155.00   4.40  28.75   0.00   155   531  -0.83
   135.00  23.00   7.33 180.97   4.38  28.59   0.00   300   530  -0.04
   165.00  23.00   7.14 219.00   4.27  27.94   0.00   219   530  -0.25
   195.00  23.01   5.38 162.00   4.33  28.36   0.00   162   530  -0.41
   225.00  23.46   4.88  33.43   4.38  28.72   0.00    35   530  -0.56
   255.00  24.16   4.40  36.00   4.44  29.08   0.00    36   530  -0.68
   285.00  24.77   5.39  31.09   4.47  29.30   0.00    41   530  -0.79
   315.00  23.74   7.08  53.77   4.46  29.24   0.00    73   530  -0.90
    15.00  23.03   5.59 100.95   4.42  28.99   0.00   107   530  -0.95
    45.00  23.01   4.72 103.20   4.41  28.97   0.00   108   530  -0.96
    75.00  23.01   5.92 112.70   4.42  29.08   0.00   159   529  -0.03
   105.00  23.00   6.81 159.00   4.40  28.99   0.00   159   529  -0.17
   135.00  23.00   7.33 188.53   4.39  28.92   0.00   220   529  -0.39
   165.00  23.00   7.14 220.00   4.38  28.81   0.00   220   529  -0.60
   195.00  23.01   5.38 159.00   4.42  29.05   0.00   159   529  -0.76
   225.00  23.46   4.88  33.47   4.48  29.45   0.00    35   529  -0.91
   255.00  24.16   4.40  36.00   4.55  29.87   0.00    36   528  -0.03
   285.00  24.77   5.39  31.13   4.58  30.09   0.00    41   528  -0.14
   315.00  23.74   7.08  53.82   4.56  30.00   0.00    73   528  -0.25
    15.00  23.03   5.58 172.92   4.48  29.44   0.00   216   528  -0.30
    45.00  23.00   4.71  99.79   4.45  29.28   0.00   107   528  -0.31
    75.00  23.00   5.91 186.06   4.45  29.28   0.00   216   528  -0.37
   105.00  23.00   6.81 216.00   4.45  29.28   0.00   216   528  -0.52
   135.00  23.00   7.33 216.00   4.45  29.28   0.00   216   528  -0.73
