32.00	11385.00	296.98	92.25	 0.95	154.22	406.04	95945.78
32.00	11415.00	297.43	91.46	 0.52	173.55	405.96	95884.41
32.00	11445.00	297.72	91.43	 0.24	178.24	407.53	95808.49
32.00	11475.00	297.74	91.60	 0.14	168.29	405.13	95779.42
32.00	11505.00	297.70	90.62	 0.62	171.80	404.94	95627.60
33.00	11535.00	297.61	89.39	 0.68	187.90	402.20	95697.86
33.00	11565.00	297.60	88.95	 0.73	185.65	404.36	95747.93
33.00	11595.00	297.81	89.53	 0.59	194.52	404.41	95756.00
33.00	11625.00	298.05	90.08	 0.21	181.57	407.28	95823.84
33.00	11655.00	297.54	92.28	 0.86	157.71	405.68	95896.52
33.00	11685.00	297.01	91.36	 1.36	151.61	400.63	95925.59
33.00	11715.00	296.52	88.83	 1.54	171.75	395.43	95954.67
33.00	11745.00	296.66	86.30	 1.84	190.40	393.16	95983.74
33.00	11775.00	297.01	87.80	 1.34	209.18	395.36	95997.47
33.00	11805.00	297.83	88.14	 0.76	214.58	397.86	95863.41
33.00	11835.00	297.88	90.60	 0.25	201.31	402.12	95773.77
33.00	11865.00	298.02	90.04	 0.68	177.64	407.33	95714.01
34.00	11895.00	298.03	88.39	 0.61	183.44	405.14	95781.04
